Order ID,Product ID,Sales,Quantity,Discount,Profit
CA-2017-121888,OFF-BI-10001765,242.48,7.00,0.00,116.39
CA-2014-166884,FUR-FU-10003981,8.32,5.00,0.20,2.29
CA-2014-166884,OFF-FA-10001561,10.46,6.00,0.20,1.70
CA-2014-107181,OFF-BI-10004230,82.90,3.00,0.20,29.01
CA-2014-107181,OFF-PA-10000350,34.24,4.00,0.00,16.09
CA-2014-150245,FUR-BO-10002613,1573.49,7.00,0.20,196.69
CA-2015-111395,OFF-PA-10000994,335.52,4.00,0.20,117.43
CA-2015-111395,OFF-BI-10002867,23.91,2.00,0.80,-40.65
CA-2015-111395,OFF-ST-10001291,27.06,2.00,0.20,2.37
CA-2014-134278,TEC-CO-10001046,559.99,1.00,0.20,175.00
US-2017-124926,OFF-AP-10004868,9.32,6.00,0.80,-24.71
CA-2016-159345,OFF-PA-10000806,111.96,2.00,0.00,54.86
CA-2014-130274,OFF-LA-10002195,21.56,7.00,0.00,10.35
CA-2017-158386,OFF-BI-10003719,124.75,5.00,0.00,57.39
CA-2015-111507,OFF-AR-10001315,5.28,3.00,0.00,1.53
CA-2017-120761,TEC-AC-10000171,91.96,4.00,0.00,39.54
CA-2016-109176,OFF-EN-10003134,9.34,1.00,0.20,3.50
CA-2016-109176,OFF-AR-10001955,79.36,5.00,0.20,9.92
CA-2015-112116,FUR-TA-10001039,171.96,2.00,0.00,44.71
CA-2016-126809,OFF-BI-10003712,35.35,9.00,0.20,12.82
CA-2014-105172,OFF-LA-10001641,18.90,6.00,0.00,9.07
CA-2017-107293,OFF-AR-10003732,2.78,1.00,0.00,0.72
US-2017-102890,FUR-TA-10000577,1044.63,5.00,0.40,-295.98
CA-2015-158554,OFF-PA-10004000,11.35,3.00,0.20,4.12
CA-2014-116239,OFF-ST-10001370,354.90,5.00,0.00,17.75
CA-2015-132101,TEC-PH-10004539,453.58,3.00,0.20,39.69
CA-2015-129112,TEC-AC-10003038,21.48,3.00,0.20,-0.27
CA-2015-129112,OFF-BI-10000088,8.78,4.00,0.80,-13.62
US-2017-152002,OFF-PA-10000357,122.97,3.00,0.00,60.26
CA-2017-165029,OFF-AR-10003504,12.84,3.00,0.00,3.72
US-2014-157385,FUR-CH-10000863,603.92,5.00,0.20,-67.94
US-2014-157385,OFF-EN-10003160,21.84,3.00,0.00,10.48
US-2014-157385,TEC-AC-10003280,29.99,1.00,0.00,6.30
US-2014-157385,FUR-CH-10000595,381.44,2.00,0.20,23.84
CA-2014-101602,TEC-PH-10000169,40.68,3.00,0.20,-9.15
CA-2014-101602,FUR-CH-10004675,763.28,5.00,0.30,-21.81
CA-2016-109057,OFF-ST-10002406,23.95,2.00,0.20,2.40
CA-2016-154403,OFF-PA-10001526,4.98,1.00,0.00,2.44
CA-2016-102456,OFF-AP-10004336,170.88,3.00,0.00,49.56
CA-2015-131338,TEC-PH-10003012,307.98,2.00,0.00,89.31
CA-2015-131338,FUR-TA-10002607,382.81,9.00,0.40,-153.12
CA-2015-131338,OFF-ST-10000642,41.96,2.00,0.00,2.94
CA-2015-131338,OFF-BI-10000545,1217.57,2.00,0.20,456.59
CA-2015-131338,FUR-FU-10002157,47.04,3.00,0.00,18.35
CA-2015-131338,FUR-FU-10001706,6.16,2.00,0.00,2.96
CA-2015-131338,TEC-PH-10000984,979.95,5.00,0.00,274.39
CA-2015-131338,OFF-PA-10001357,143.70,3.00,0.00,68.98
CA-2015-131338,OFF-FA-10000992,10.65,3.00,0.00,5.01
CA-2015-131338,TEC-AC-10002600,247.80,4.00,0.00,34.69
CA-2016-109911,OFF-AR-10001662,10.96,4.00,0.00,2.96
US-2016-132423,OFF-AR-10001221,33.49,7.00,0.20,5.86
US-2016-132423,OFF-FA-10002988,8.04,5.00,0.20,2.91
CA-2015-122826,TEC-PH-10004830,201.57,4.00,0.20,22.68
CA-2014-117317,OFF-PA-10004519,13.44,3.00,0.00,6.59
CA-2015-118423,FUR-BO-10000362,359.06,3.00,0.30,-35.91
CA-2017-149181,FUR-CH-10004540,47.99,2.00,0.30,-2.06
CA-2017-132234,FUR-FU-10001290,547.30,13.00,0.00,175.14
CA-2017-158876,OFF-PA-10000308,16.90,4.00,0.20,5.28
CA-2017-158876,OFF-SU-10001165,6.67,1.00,0.20,0.50
CA-2017-158876,OFF-AR-10003373,99.14,4.00,0.20,8.67
CA-2017-158876,FUR-FU-10001967,15.99,2.00,0.60,-13.99
CA-2016-164672,FUR-FU-10001488,211.96,2.00,0.00,42.39
US-2016-132857,OFF-AR-10003251,6.67,3.00,0.20,1.67
CA-2017-116645,OFF-AR-10001044,155.94,6.00,0.00,45.22
US-2016-115819,TEC-PH-10004700,39.96,5.00,0.20,12.99
US-2016-115819,OFF-AR-10000823,5.46,3.00,0.00,1.53
US-2016-115819,OFF-AR-10004456,73.20,5.00,0.00,21.23
US-2016-115819,OFF-BI-10000050,5.84,1.00,0.20,1.97
US-2016-115819,OFF-PA-10002377,22.72,4.00,0.00,10.22
US-2016-115819,OFF-BI-10000591,9.34,3.00,0.20,3.27
CA-2014-156349,FUR-BO-10000362,290.67,2.00,0.15,27.36
CA-2014-156349,TEC-PH-10000441,201.58,2.00,0.20,20.16
CA-2014-156349,TEC-PH-10002726,83.98,2.00,0.20,31.49
CA-2017-138380,OFF-ST-10003306,1000.02,7.00,0.00,290.01
US-2016-113509,TEC-AC-10004855,83.98,3.00,0.20,-13.65
CA-2015-130022,OFF-LA-10002787,3.75,1.00,0.00,1.80
CA-2015-130022,OFF-LA-10002043,41.40,4.00,0.00,19.87
CA-2015-130022,OFF-AR-10001915,29.79,3.00,0.00,12.51
US-2016-118780,OFF-ST-10000352,59.48,2.00,0.00,8.92
US-2016-118780,OFF-PA-10000575,6.69,1.00,0.00,3.08
CA-2017-108560,FUR-FU-10002937,198.46,2.00,0.00,99.23
CA-2017-108560,OFF-LA-10003930,786.48,8.00,0.00,385.38
CA-2017-108560,OFF-BI-10001107,23.17,2.00,0.20,7.82
CA-2017-108560,TEC-AC-10003063,50.00,2.00,0.00,10.50
CA-2015-157084,TEC-PH-10002922,675.96,5.00,0.20,84.50
CA-2015-157084,TEC-AC-10002049,1265.85,3.00,0.00,556.97
CA-2015-164539,OFF-AP-10002457,523.25,5.00,0.00,141.28
CA-2015-143119,FUR-CH-10001270,517.50,6.00,0.00,155.25
CA-2017-101049,FUR-FU-10004415,17.92,5.00,0.20,2.46
CA-2017-101049,OFF-BI-10001510,41.26,6.00,0.70,-34.38
CA-2016-106530,OFF-ST-10002011,1006.06,3.00,0.20,88.03
CA-2016-106530,OFF-PA-10002986,10.69,2.00,0.20,3.74
CA-2016-106530,OFF-PA-10004451,10.37,2.00,0.20,3.63
CA-2016-106530,OFF-ST-10000649,25.12,2.00,0.20,1.57
CA-2016-106530,TEC-AC-10001465,58.11,2.00,0.20,7.26
CA-2014-168984,OFF-PA-10001166,15.55,3.00,0.20,5.44
CA-2014-168984,OFF-ST-10001097,669.08,5.00,0.20,-167.27
CA-2014-168984,TEC-PH-10000038,438.34,4.00,0.20,-87.67
CA-2016-157266,OFF-PA-10002689,19.44,3.00,0.00,9.33
CA-2016-157266,OFF-BI-10004728,9.64,2.00,0.00,4.43
CA-2016-157266,OFF-PA-10004675,12.70,2.00,0.00,5.84
CA-2016-157266,FUR-FU-10000629,41.37,3.00,0.00,17.38
US-2014-134712,OFF-FA-10003112,12.62,2.00,0.20,3.95
CA-2015-111829,OFF-ST-10000142,1247.64,3.00,0.00,349.34
CA-2015-111829,TEC-CO-10001766,3149.93,7.00,0.00,1480.47
CA-2015-111829,OFF-PA-10004359,209.70,2.00,0.00,100.66
CA-2015-105221,TEC-AC-10002323,35.36,2.00,0.20,-3.09
CA-2015-105221,OFF-FA-10001135,3.17,2.00,0.20,-0.71
CA-2015-120341,OFF-BI-10004224,121.10,6.00,0.70,-100.92
CA-2015-120341,TEC-PH-10003357,45.89,1.00,0.40,-9.18
CA-2014-135699,OFF-PA-10004475,109.92,2.00,0.00,53.86
CA-2014-135699,OFF-PA-10003001,13.36,2.00,0.00,6.41
US-2017-132444,OFF-ST-10003442,169.68,6.00,0.00,45.81
US-2017-132444,TEC-AC-10003832,132.52,4.00,0.00,54.33
US-2017-132444,OFF-FA-10000611,2.96,2.00,0.00,1.42
US-2017-132444,OFF-BI-10001116,8.45,2.00,0.20,2.96
US-2017-132444,OFF-ST-10000563,95.94,3.00,0.00,9.59
CA-2014-127159,FUR-FU-10000010,34.79,7.00,0.00,10.78
CA-2017-161809,TEC-PH-10004922,160.78,3.00,0.20,10.05
CA-2017-127285,OFF-BI-10004330,88.75,3.00,0.20,27.74
CA-2017-127285,OFF-BI-10002072,13.90,2.00,0.20,5.21
CA-2017-144526,TEC-PH-10002549,677.58,5.00,0.40,-158.10
CA-2017-144526,OFF-BI-10002353,13.90,3.00,0.70,-9.26
CA-2016-128531,OFF-ST-10001325,41.92,5.00,0.20,3.67
CA-2016-128531,TEC-AC-10002049,297.58,3.00,0.20,-7.44
CA-2016-128531,OFF-FA-10002676,4.34,3.00,0.20,0.87
CA-2016-128531,TEC-AC-10003023,94.99,2.00,0.20,-2.37
CA-2016-128531,OFF-PA-10000167,74.35,3.00,0.20,23.24
CA-2016-128531,OFF-AR-10003405,14.04,3.00,0.20,1.58
US-2015-157154,FUR-TA-10001889,1018.10,4.00,0.40,-373.30
CA-2017-159457,TEC-PH-10002185,16.68,3.00,0.20,5.21
CA-2016-107615,TEC-AC-10001013,58.58,2.00,0.00,19.33
CA-2017-111647,TEC-PH-10002726,167.97,4.00,0.20,62.99
CA-2015-150560,OFF-LA-10003930,196.62,2.00,0.00,96.34
CA-2015-143077,FUR-FU-10003535,21.94,2.00,0.60,-10.42
CA-2015-143077,OFF-BI-10000088,6.59,3.00,0.80,-10.21
CA-2016-122728,OFF-ST-10000604,104.28,3.00,0.00,26.07
CA-2016-122728,OFF-PA-10004040,17.94,3.00,0.00,8.79
CA-2014-122882,OFF-ST-10002344,64.78,1.00,0.20,-14.58
CA-2014-122882,TEC-PH-10003589,32.38,3.00,0.40,4.32
CA-2014-122882,FUR-FU-10000758,42.37,2.00,0.20,8.47
CA-2014-122882,TEC-MA-10004679,399.54,4.00,0.70,-559.36
US-2016-101497,OFF-PA-10000176,18.97,1.00,0.00,9.11
CA-2016-147585,FUR-FU-10002597,14.82,3.00,0.00,6.22
CA-2017-149489,OFF-AP-10002495,99.28,2.00,0.20,12.41
CA-2017-149489,OFF-BI-10002813,1.19,2.00,0.70,-0.99
CA-2017-149489,OFF-BI-10002414,7.52,2.00,0.70,-5.76
CA-2017-143798,OFF-PA-10000788,10.37,2.00,0.20,3.63
CA-2017-143798,FUR-FU-10004306,310.88,2.00,0.20,23.32
CA-2014-142839,FUR-TA-10001539,853.09,6.00,0.40,-227.49
CA-2017-129833,OFF-PA-10000575,33.45,5.00,0.00,15.39
CA-2017-129833,OFF-BI-10004182,10.40,5.00,0.00,5.10
US-2016-154361,FUR-FU-10004020,21.88,5.00,0.20,6.29
US-2016-158708,TEC-AC-10003133,13.62,2.00,0.20,3.57
CA-2015-156335,TEC-AC-10002006,63.96,4.00,0.00,19.83
CA-2015-156335,OFF-BI-10003314,14.46,3.00,0.00,7.09
CA-2015-156335,TEC-PH-10002726,104.98,2.00,0.00,52.49
CA-2015-148376,OFF-AP-10000240,106.96,2.00,0.00,31.02
CA-2015-148376,OFF-LA-10002381,21.56,7.00,0.00,10.35
CA-2014-135657,FUR-TA-10004086,515.88,6.00,0.00,113.49
CA-2015-114069,OFF-BI-10000320,11.81,2.00,0.20,4.28
CA-2015-114069,FUR-CH-10000595,1931.04,9.00,0.10,321.84
CA-2015-114069,OFF-PA-10000349,9.96,2.00,0.00,4.68
CA-2014-139857,OFF-FA-10001843,12.35,5.00,0.00,5.80
CA-2016-106306,OFF-BI-10003676,9.70,3.00,0.70,-7.11
CA-2015-100545,OFF-BI-10003638,11.61,2.00,0.70,-9.29
CA-2017-123491,OFF-LA-10003077,43.86,6.00,0.00,20.61
CA-2017-123491,TEC-PH-10003505,148.48,2.00,0.20,16.70
CA-2017-123491,OFF-PA-10003424,7.42,2.00,0.00,3.71
CA-2017-123491,FUR-CH-10003061,71.99,1.00,0.20,-0.90
CA-2017-123491,OFF-AR-10003514,19.90,5.00,0.00,6.57
CA-2017-123491,OFF-AP-10002684,1702.12,14.00,0.00,510.64
CA-2015-145401,OFF-PA-10004405,14.30,6.00,0.20,5.01
US-2017-124968,FUR-TA-10004289,765.63,7.00,0.50,-566.56
CA-2017-104003,FUR-BO-10003965,307.67,2.00,0.15,-14.48
CA-2016-154788,OFF-BI-10003314,7.71,2.00,0.20,2.80
CA-2016-169943,OFF-AP-10001563,242.90,5.00,0.00,70.44
CA-2016-169943,OFF-ST-10004123,454.90,5.00,0.00,0.00
CA-2016-169943,FUR-FU-10002088,35.92,4.00,0.00,15.09
CA-2016-169943,FUR-FU-10000010,39.76,8.00,0.00,12.33
CA-2016-169943,OFF-BI-10002824,47.74,4.00,0.20,14.92
US-2015-123218,TEC-PH-10001061,159.98,2.00,0.20,12.00
US-2015-123218,TEC-AC-10000736,255.97,4.00,0.20,51.19
US-2015-123218,FUR-BO-10003966,359.06,3.00,0.30,-71.81
CA-2015-127453,OFF-AP-10000828,434.35,3.00,0.20,43.44
CA-2015-127453,OFF-AP-10002906,3.55,2.00,0.20,0.44
CA-2015-127453,OFF-AP-10003860,88.83,4.00,0.20,7.77
US-2017-164056,FUR-TA-10001307,1048.35,5.00,0.40,-69.89
CA-2016-106894,TEC-AC-10003063,100.00,4.00,0.00,21.00
CA-2016-106894,OFF-LA-10001045,7.83,3.00,0.00,3.60
CA-2014-125136,OFF-PA-10001457,96.26,8.00,0.20,31.28
CA-2014-125136,OFF-PA-10001804,10.69,2.00,0.20,3.74
US-2016-131149,OFF-ST-10000689,338.04,3.00,0.20,-33.80
US-2016-131149,OFF-AR-10002135,154.24,4.00,0.20,17.35
CA-2017-101483,OFF-AP-10002082,34.85,2.00,0.20,6.53
CA-2017-101483,TEC-PH-10003442,22.00,5.00,0.20,1.38
CA-2017-101483,OFF-AR-10002833,4.37,3.00,0.20,0.38
CA-2015-130204,OFF-ST-10001325,31.44,3.00,0.00,8.49
CA-2015-130204,TEC-AC-10003038,17.90,2.00,0.00,3.40
CA-2015-130204,TEC-AC-10003590,129.45,5.00,0.00,46.60
CA-2014-110527,OFF-LA-10000262,20.88,8.00,0.00,9.60
CA-2017-152807,OFF-PA-10004355,20.74,4.00,0.20,7.26
CA-2017-152807,FUR-FU-10004415,7.17,2.00,0.20,0.99
CA-2017-152807,OFF-ST-10002486,11.17,2.00,0.20,-2.51
CA-2017-152807,TEC-AC-10001142,442.40,7.00,0.20,-55.30
CA-2014-133270,OFF-AR-10002656,13.36,2.00,0.00,4.94
CA-2016-155670,OFF-BI-10000138,11.23,8.00,0.70,-8.24
CA-2016-155670,OFF-PA-10004947,10.27,3.00,0.20,3.21
US-2014-157406,OFF-PA-10003543,10.37,2.00,0.20,3.63
US-2014-157406,OFF-AR-10002221,6.24,3.00,0.20,0.55
CA-2015-139094,FUR-TA-10004607,206.96,2.00,0.30,-32.52
CA-2017-168837,FUR-FU-10001918,9.46,2.00,0.00,3.69
CA-2017-116715,OFF-ST-10004340,559.62,9.00,0.00,151.10
CA-2017-116715,OFF-PA-10004475,109.92,2.00,0.00,53.86
CA-2017-116715,OFF-PA-10003893,8.56,2.00,0.00,3.85
CA-2015-135622,OFF-PA-10000100,360.71,11.00,0.20,130.76
CA-2015-135622,TEC-PH-10001817,1718.40,6.00,0.20,150.36
US-2015-107349,OFF-BI-10001765,41.57,6.00,0.80,-66.51
CA-2014-139017,TEC-AC-10001013,46.86,2.00,0.20,7.62
CA-2014-141817,OFF-AR-10003478,19.54,3.00,0.20,4.88
CA-2015-130785,FUR-BO-10000330,411.33,4.00,0.15,-4.84
CA-2015-130785,OFF-BI-10001900,28.75,6.00,0.20,9.70
CA-2015-130785,FUR-BO-10003159,293.20,3.00,0.15,-20.70
CA-2016-110254,OFF-SU-10002573,35.06,2.00,0.00,10.52
CA-2016-110254,OFF-LA-10004484,4.13,1.00,0.00,1.90
CA-2016-110254,FUR-FU-10001591,109.80,9.00,0.00,46.12
CA-2016-110254,OFF-LA-10002034,9.82,2.00,0.00,4.81
US-2014-158057,OFF-BI-10004410,7.64,4.00,0.70,-5.86
US-2014-158057,OFF-BI-10002735,51.47,5.00,0.70,-39.46
CA-2017-146024,OFF-SU-10001935,6.98,4.00,0.20,-1.40
CA-2017-146024,OFF-BI-10003291,12.22,7.00,0.80,-20.17
CA-2016-129686,OFF-ST-10004337,97.98,2.00,0.20,-24.50
CA-2016-129686,TEC-AC-10001266,62.40,6.00,0.20,19.50
CA-2014-118976,OFF-BI-10001628,20.86,2.00,0.00,9.39
CA-2014-118976,OFF-ST-10000877,497.61,9.00,0.00,129.38
CA-2014-118976,OFF-AR-10004752,5.34,2.00,0.00,1.50
CA-2014-118976,OFF-LA-10000452,3.15,1.00,0.00,1.51
CA-2015-105347,OFF-PA-10000675,368.91,9.00,0.00,180.77
CA-2015-105347,OFF-AR-10003045,14.70,5.00,0.00,6.62
CA-2016-124667,TEC-AC-10003447,59.97,3.00,0.00,14.99
CA-2016-124667,OFF-ST-10002276,83.36,1.00,0.00,20.84
CA-2015-111094,OFF-PA-10001609,6.58,2.00,0.00,3.03
CA-2015-111094,OFF-BI-10001597,122.94,3.00,0.00,59.01
CA-2017-166317,OFF-PA-10004475,219.84,4.00,0.00,107.72
CA-2017-166317,TEC-AC-10004510,98.16,6.00,0.00,9.82
CA-2017-166317,OFF-BI-10002976,33.04,8.00,0.00,15.53
CA-2017-166317,TEC-PH-10001615,86.97,3.00,0.00,25.22
CA-2015-154326,TEC-PH-10001819,134.97,3.00,0.00,64.79
CA-2015-154326,TEC-PH-10000560,699.98,2.00,0.00,195.99
CA-2015-154326,TEC-AC-10004568,139.95,5.00,0.00,26.59
CA-2014-102008,OFF-PA-10004092,48.94,1.00,0.00,24.47
CA-2014-120474,FUR-CH-10001854,2807.84,8.00,0.00,673.88
CA-2014-120474,OFF-AR-10000475,46.64,4.00,0.00,12.59
CA-2014-104773,OFF-ST-10000777,60.42,2.00,0.20,6.04
CA-2016-140774,OFF-AR-10004022,107.94,3.00,0.00,26.99
US-2017-139465,OFF-ST-10002352,63.84,8.00,0.00,16.60
US-2017-139465,TEC-PH-10000455,347.97,3.00,0.00,100.91
US-2017-139465,OFF-BI-10003910,37.01,6.00,0.20,11.57
CA-2016-100965,FUR-FU-10003039,215.65,5.00,0.00,73.32
CA-2016-121034,OFF-FA-10000585,11.17,4.00,0.20,3.63
CA-2016-121034,OFF-PA-10001994,53.95,3.00,0.20,17.53
CA-2016-149461,FUR-FU-10004270,4.18,1.00,0.00,1.50
CA-2017-158379,OFF-BI-10002498,5.61,1.00,0.70,-4.30
CA-2017-158379,OFF-SU-10002881,4663.74,7.00,0.20,-1049.34
CA-2017-158379,TEC-AC-10002926,79.98,2.00,0.20,23.00
US-2016-116729,TEC-PH-10002200,2575.94,7.00,0.20,257.59
US-2016-116729,OFF-PA-10002005,45.36,7.00,0.00,21.77
US-2016-116729,TEC-AC-10001465,254.24,7.00,0.00,76.27
CA-2016-164938,TEC-PH-10004897,69.93,7.00,0.00,0.70
CA-2016-165484,FUR-FU-10001196,16.16,7.00,0.60,-12.12
CA-2016-165484,OFF-PA-10000595,54.82,3.00,0.20,17.82
CA-2014-132612,FUR-TA-10004534,1441.30,7.00,0.00,245.02
US-2017-161193,FUR-FU-10001861,77.60,5.00,0.20,28.13
US-2017-161193,FUR-FU-10000206,4.66,2.00,0.20,1.57
CA-2015-131597,FUR-TA-10002607,170.14,3.00,0.20,-8.51
CA-2015-164833,OFF-LA-10000443,7.38,2.00,0.00,3.47
CA-2015-164833,OFF-AR-10004685,9.26,2.00,0.00,3.06
CA-2015-125423,OFF-LA-10001771,9.96,2.00,0.00,4.58
US-2014-130379,OFF-AP-10001394,75.60,2.00,0.80,-166.32
US-2014-130379,FUR-FU-10002553,29.32,2.00,0.60,-24.19
CA-2016-168956,OFF-AP-10004233,92.06,6.00,0.80,-225.56
CA-2016-168956,OFF-FA-10000304,6.98,4.00,0.20,1.83
CA-2016-168956,FUR-CH-10004754,62.96,3.00,0.30,-2.70
CA-2016-168956,OFF-PA-10000809,5.18,1.00,0.20,1.81
CA-2016-167507,OFF-BI-10003694,31.32,10.00,0.70,-25.06
CA-2016-167507,FUR-FU-10001935,11.84,4.00,0.20,3.11
CA-2016-167507,FUR-FU-10002878,22.78,1.00,0.20,4.84
CA-2016-109344,TEC-PH-10002624,1127.98,3.00,0.20,126.90
US-2015-140851,OFF-PA-10000019,38.88,6.00,0.00,18.66
CA-2014-103373,TEC-PH-10002885,779.80,2.00,0.40,-168.96
CA-2017-145884,TEC-PH-10000895,1439.92,8.00,0.00,374.38
CA-2017-145884,FUR-TA-10002356,262.11,1.00,0.00,62.91
CA-2015-131422,FUR-CH-10001270,207.00,3.00,0.20,25.88
CA-2017-162691,TEC-MA-10000488,1439.98,3.00,0.40,-264.00
CA-2017-162691,OFF-PA-10003729,36.29,7.00,0.20,12.70
CA-2014-141278,OFF-AR-10003056,21.40,5.00,0.00,6.21
CA-2017-122693,OFF-AP-10002518,1245.86,7.00,0.00,361.30
CA-2014-117345,OFF-LA-10000240,17.54,3.00,0.20,5.92
CA-2014-117345,FUR-FU-10000629,44.13,4.00,0.20,12.14
CA-2014-117345,OFF-AP-10001005,62.92,1.00,0.20,10.22
CA-2014-117345,OFF-PA-10002377,78.30,2.00,0.20,29.36
CA-2016-157763,FUR-CH-10000988,140.81,1.00,0.00,39.43
CA-2015-135391,OFF-LA-10001074,40.10,4.00,0.20,13.53
CA-2015-135391,FUR-FU-10001986,40.78,2.00,0.60,-30.59
US-2017-113852,TEC-AC-10003027,90.57,3.00,0.00,11.77
US-2017-158512,OFF-PA-10001804,40.08,6.00,0.00,19.24
US-2017-158512,FUR-FU-10004973,37.68,2.00,0.00,15.83
CA-2017-128370,FUR-CH-10002602,362.35,3.00,0.20,27.18
CA-2017-128370,OFF-BI-10004140,7.18,2.00,0.20,2.25
CA-2015-160472,OFF-ST-10000464,34.76,1.00,0.00,9.73
CA-2015-160472,TEC-AC-10002253,831.20,5.00,0.00,124.68
CA-2015-160472,OFF-PA-10000528,26.40,5.00,0.00,11.88
CA-2015-160472,OFF-EN-10000483,106.75,7.00,0.00,49.11
CA-2015-160472,OFF-PA-10003129,97.82,2.00,0.00,45.98
CA-2015-160472,OFF-ST-10003442,141.40,5.00,0.00,38.18
CA-2014-114643,OFF-AR-10003631,14.52,3.00,0.00,4.79
US-2017-158218,OFF-ST-10000563,127.92,5.00,0.20,-15.99
US-2017-158218,OFF-BI-10002133,34.24,4.00,0.80,-53.07
CA-2015-121608,OFF-AP-10002311,137.62,2.00,0.00,60.55
CA-2015-121608,TEC-PH-10004959,100.49,1.00,0.00,25.12
US-2017-121251,FUR-BO-10001918,257.57,2.00,0.20,-28.98
US-2017-121251,TEC-PH-10004896,119.96,4.00,0.00,33.59
CA-2014-151078,OFF-ST-10001328,49.63,4.00,0.20,4.96
US-2016-100839,FUR-TA-10004575,727.45,5.00,0.50,-465.57
US-2016-100839,FUR-FU-10001617,24.96,3.00,0.20,4.37
US-2017-116659,TEC-PH-10002824,370.78,3.00,0.40,-92.70
CA-2017-118857,FUR-FU-10004460,196.45,5.00,0.00,70.72
CA-2015-127110,OFF-PA-10003309,31.10,6.00,0.20,10.89
CA-2015-127110,OFF-ST-10002554,78.26,2.00,0.20,-17.61
CA-2016-148201,OFF-PA-10000019,6.48,1.00,0.00,3.11
CA-2014-116932,OFF-AR-10002067,99.20,5.00,0.00,25.79
CA-2014-116932,FUR-CH-10001215,801.57,2.00,0.20,50.10
CA-2014-116932,FUR-TA-10004175,272.85,1.00,0.20,27.28
CA-2017-142888,FUR-TA-10004767,70.98,1.00,0.00,20.58
CA-2014-147914,OFF-PA-10001685,16.22,2.00,0.20,5.88
US-2016-112977,FUR-BO-10003272,176.78,1.00,0.20,-22.10
CA-2017-112039,TEC-PH-10000984,470.38,3.00,0.20,47.04
CA-2017-118885,FUR-CH-10002880,393.57,4.00,0.20,-44.28
CA-2017-118885,TEC-PH-10002563,302.38,3.00,0.20,22.68
US-2017-166611,OFF-BI-10001191,68.74,9.00,0.70,-48.12
CA-2015-109512,OFF-EN-10002621,29.34,3.00,0.00,14.67
CA-2015-109512,FUR-CH-10001146,383.61,7.00,0.10,63.93
CA-2015-109512,OFF-ST-10000689,563.40,4.00,0.00,67.61
CA-2016-118570,OFF-PA-10001289,217.06,7.00,0.20,78.68
CA-2017-154718,OFF-LA-10003714,6.00,2.00,0.20,2.10
CA-2016-147578,FUR-FU-10001889,31.56,3.00,0.00,10.41
CA-2014-140165,OFF-FA-10002815,7.10,2.00,0.20,2.40
CA-2014-140165,OFF-BI-10004519,398.35,8.00,0.70,-331.96
CA-2014-142587,OFF-AP-10004708,121.79,4.00,0.20,13.70
CA-2014-142587,FUR-TA-10000617,409.59,3.00,0.40,-122.88
CA-2014-157623,OFF-PA-10001204,10.56,2.00,0.00,4.75
CA-2014-157623,OFF-AR-10003723,3.38,1.00,0.00,1.25
CA-2017-145310,OFF-EN-10002621,7.82,1.00,0.20,2.93
CA-2016-100083,OFF-PA-10000241,24.78,1.00,0.20,7.75
US-2017-108063,OFF-AR-10001446,34.65,3.00,0.00,10.40
CA-2015-109197,OFF-BI-10004632,487.98,2.00,0.20,152.50
CA-2017-141789,OFF-BI-10001359,1793.98,2.00,0.00,843.17
CA-2014-169775,OFF-EN-10001749,29.81,2.00,0.20,10.81
CA-2014-169775,OFF-BI-10004390,505.18,4.00,0.70,-336.78
CA-2014-169775,FUR-TA-10001857,174.06,3.00,0.45,-110.76
CA-2016-140543,OFF-ST-10000563,191.88,6.00,0.00,19.19
CA-2016-151141,TEC-PH-10004924,14.78,2.00,0.00,3.99
CA-2017-167094,OFF-PA-10003953,5.18,1.00,0.20,1.81
CA-2017-167094,FUR-CH-10000155,478.48,2.00,0.20,47.85
CA-2017-167094,TEC-AC-10003116,28.40,2.00,0.20,6.75
CA-2017-154410,OFF-ST-10002743,909.12,8.00,0.00,9.09
US-2016-150567,OFF-BI-10001757,2.95,2.00,0.70,-2.16
US-2016-150567,OFF-BI-10000069,27.02,6.00,0.70,-21.61
CA-2015-157959,FUR-FU-10004093,136.92,4.00,0.00,41.08
CA-2017-105886,FUR-FU-10001037,18.96,2.00,0.00,8.53
CA-2016-105963,TEC-AC-10003832,99.39,3.00,0.00,40.75
CA-2017-121503,OFF-PA-10001878,273.90,7.00,0.20,92.44
CA-2017-121503,TEC-MA-10003674,597.13,3.00,0.40,49.76
CA-2014-103366,TEC-AC-10003628,149.95,5.00,0.00,65.98
CA-2017-124597,OFF-LA-10003190,4.61,2.00,0.20,1.67
CA-2017-124597,OFF-AR-10002280,15.53,3.00,0.20,4.85
CA-2017-124597,OFF-LA-10001569,11.95,3.00,0.20,3.88
CA-2015-105634,OFF-AR-10001573,11.65,5.00,0.00,3.38
CA-2015-123673,TEC-PH-10001809,299.90,2.00,0.00,74.98
US-2017-111423,OFF-BI-10003091,895.92,5.00,0.20,302.37
US-2017-111423,FUR-CH-10003981,462.56,2.00,0.10,97.65
CA-2015-125178,OFF-ST-10002562,15.01,2.00,0.20,1.50
CA-2016-156685,TEC-PH-10004345,863.64,9.00,0.20,107.96
CA-2016-156685,OFF-AR-10000588,47.62,3.00,0.20,3.57
CA-2017-126865,OFF-PA-10003039,92.94,3.00,0.00,41.82
CA-2017-102834,TEC-AC-10001908,199.98,2.00,0.00,69.99
US-2016-139710,TEC-PH-10001198,177.48,3.00,0.20,19.97
